match_id,rally_id,ball_round,tournament,year,responder_name,responder_code,opponent_move,response,opp_landing_zone,opp_landing_x,opp_landing_y,opp_hit_height,resp_aroundhead,resp_backhand,resp_player_zone,resp_landing_zone,resp_landing_x,resp_landing_y,score_A_before,score_B_before,rally_continues,responder_won_point,responder_lost_point,win_score,responder_won_rally
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,3,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,drop,lob,mid,783.0,442.0,below_net,False,True,back,front,864.0,656.0,0,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,4,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,lob,drop,front,864.0,656.0,above_net,False,False,back,front,429.0,470.0,0,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,5,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,drop,lob,front,429.0,470.0,below_net,False,False,back,mid,433.0,649.0,0,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,6,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,lob,drop,mid,433.0,649.0,above_net,False,False,back,front,471.0,483.0,0,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,7,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,drop,net shot,front,471.0,483.0,below_net,False,False,mid,front,461.0,512.0,0,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,8,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,net shot,lob,front,461.0,512.0,above_net,False,True,front,back,757.0,418.0,0,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,9,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,lob,smash,back,757.0,418.0,above_net,False,False,back,mid,819.0,596.0,0,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,10,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,smash,return net,mid,819.0,596.0,below_net,False,False,back,back,620.0,506.0,0,1,0,0,1,0,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,3,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,clear,drop,front,465.0,394.0,below_net,False,False,front,front,456.0,540.0,1,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,4,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,drop,lob,front,456.0,540.0,below_net,False,True,back,front,508.0,391.0,1,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,5,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,lob,clear,front,508.0,391.0,above_net,False,False,back,mid,403.0,660.0,1,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,6,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,clear,drop,mid,403.0,660.0,below_net,False,False,back,front,486.0,481.0,1,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,7,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,drop,lob,front,486.0,481.0,below_net,False,False,back,front,823.0,656.0,1,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,8,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,lob,clear,front,823.0,656.0,above_net,False,False,back,back,765.0,396.0,1,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,9,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,clear,clear,back,765.0,396.0,below_net,True,False,back,front,900.0,653.0,1,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,10,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,clear,drop,front,900.0,653.0,below_net,False,False,front,front,470.0,473.0,1,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,11,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,drop,lob,front,470.0,473.0,below_net,False,False,back,mid,450.0,654.0,1,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,12,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,lob,clear,mid,450.0,654.0,above_net,False,False,back,mid,803.0,390.0,1,1,1,0,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,13,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,clear,drop,mid,803.0,390.0,below_net,False,True,back,front,887.0,546.0,1,1,1,0,0,1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,14,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,An Se Young,A,drop,net shot,front,887.0,546.0,below_net,False,False,mid,front,837.0,474.0,1,1,0,1,0,1,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r4,3,TotalEnergies BWF Thomas and Uber Cup Finals 2022,2022.0,Akane YAMAGUCHI,B,drop,net shot,mid,465.0,437.0,below_net,False,False,back,front,451.0,529.0,1,3,1,0,0,1,1.0
