match_id,rally_id,ball_round,player,player_name,tournament,round,year,shot_type,aroundhead,backhand,hit_height_label,hit_zone,hit_x,hit_y,landing_zone,landing_x,landing_y,player_zone,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,score_A,score_B,lose_reason_en,win_reason_en,ends_rally,rally_winner_code
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,1,B,Akane YAMAGUCHI,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,long service,False,False,above_net,unk,,,front,863.0,662.0,back,608.0,445.0,8.0,727.0,610.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,2,A,An Se Young,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,drop,False,False,below_net,front,863.0,662.0,mid,783.0,442.0,front,832.0,653.0,8.0,662.0,420.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,3,B,Akane YAMAGUCHI,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,lob,False,True,above_net,mid,783.0,442.0,front,864.0,656.0,back,718.0,437.0,8.0,742.0,621.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,4,A,An Se Young,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,drop,False,False,below_net,front,864.0,656.0,front,429.0,470.0,back,793.0,645.0,8.0,675.0,425.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,5,B,Akane YAMAGUCHI,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,lob,False,False,above_net,front,429.0,470.0,mid,433.0,649.0,back,508.0,449.0,8.0,637.0,595.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,6,A,An Se Young,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,drop,False,False,below_net,mid,433.0,649.0,front,471.0,483.0,back,488.0,639.0,8.0,567.0,430.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,7,B,Akane YAMAGUCHI,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,net shot,False,False,above_net,front,471.0,483.0,front,461.0,512.0,mid,507.0,447.0,8.0,565.0,615.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,8,A,An Se Young,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,lob,False,True,above_net,front,461.0,512.0,back,757.0,418.0,front,493.0,524.0,7.0,557.0,460.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,9,B,Akane YAMAGUCHI,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,smash,False,False,below_net,back,757.0,418.0,mid,819.0,596.0,back,740.0,405.0,8.0,679.0,596.0,0,1,,,False,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r1,10,A,An Se Young,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,return net,False,False,above_net,mid,819.0,596.0,back,620.0,506.0,back,738.0,603.0,8.0,761.0,423.0,0,1,net fault,opponent net fault,True,B
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,1,B,Akane YAMAGUCHI,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,long service,False,False,above_net,unk,,,mid,436.0,662.0,back,653.0,447.0,8.0,517.0,619.0,1,1,,,False,A
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv|r2,2,A,An Se Young,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,clear,False,False,below_net,mid,436.0,662.0,front,465.0,394.0,mid,458.0,658.0,8.0,600.0,424.0,1,1,,,False,A
